Gene	Family
Soffic.09E0016800-9E	C3H	TFF
Soffic.04F0024970-4F	OFP	TFF
Soffic.07E0013050-7E	AP2-EREBP	TFF
Soffic.02G0026050-2D	MYB-related	TFF
Soffic.07G0013210-7B	NAC	TFF
Soffic.09E0019780-9E	Orphans	Orphans
Soffic.02G0020100-2A	zf-BED	TFF
Soffic.06G0000920-6D	E2F-DP	TFF
Soffic.01G0024260-1C	E2F-DP	TFF
Soffic.01H0043870-1H	AP2-EREBP	TFF
Soffic.10G0016690-10B	MYB	TFF
Soffic.05G0003640-5A	bZIP	TFF
Soffic.02G0000800-2C	C2H2	TFF
Soffic.07G0010630-7A	Orphans	Orphans
Soffic.05G0017910-5C	MADS	TFF
Soffic.10G0006280-10F	bZIP	TFF
Soffic.02G0039090-2H	DDT	OTR
Soffic.01G0013290-1H	CCAAT	TFF
Soffic.10F0001140-10F	TRAF	OTR
Soffic.07G0018480-7H	TRAF	OTR
Soffic.05G0016940-5A	bHLH	TFF
Soffic.03G0004340-3B	bZIP	TFF
Soffic.09F0000870-9F	NAC	TFF
Soffic.07F0012710-7F	FAR1	TFF
Soffic.08G0001610-8A	GRAS	TFF
Soffic.01G0009330-1D	WRKY	TFF
Soffic.09G0013060-9C	MED26	OTR
Soffic.10G0006890-10F	AP2-EREBP	TFF
Soffic.08G0007930-8C	bZIP	TFF
Soffic.04G0020440-4C	NAC	TFF
Soffic.04H0028140-4H	MYB	TFF
Soffic.07G0003260-7B	Orphans	Orphans
Soffic.03G0019380-3H	Orphans	Orphans
Soffic.06G0020500-6C	Orphans	Orphans
Soffic.02G0031490-2E	C2H2	TFF
Soffic.09G0015150-9F	C2C2-Dof	TFF
Soffic.01G0025020-1A	Orphans	Orphans
Soffic.03G0030420-3E	bZIP	TFF
Soffic.10G0019520-10A	MYB	TFF
Soffic.08G0001740-8G	SET	OTR
Soffic.07G0010100-7C	NAC	TFF
Soffic.04G0032880-4E	bZIP	TFF
Soffic.09G0016980-9A	OFP	TFF
Soffic.10G0017110-10F	Orphans	Orphans
Soffic.07G0013820-7E	bHLH	TFF
Soffic.04G0002890-4A	TAZ	TFF
Soffic.06G0016310-6E	SBP	TFF
Soffic.03G0034220-3C	TAZ	TFF
Soffic.03G0003240-3C	MYB-related	TFF
Soffic.07C0014820-7C	AP2-EREBP	TFF
Soffic.07G0018620-7G	FAR1	TFF
Soffic.05G0004670-5B	NAC	TFF
Soffic.07G0014050-7D	MYB	TFF
Soffic.06G0022140-6C	TRAF	OTR
Soffic.08G0004790-8B	zf-BED	TFF
Soffic.10G0014300-10H	MADS	TFF
Soffic.01G0010210-1E	OFP	TFF
Soffic.06G0014740-6C	C2H2	TFF
Soffic.03H0007980-3H	bHLH	TFF
Soffic.08G0003390-8E	DDT	OTR
Soffic.01G0011860-1A	bHLH	TFF
Soffic.01G0009950-1A	MYB-related	TFF
Soffic.04F0006150-4F	bZIP	TFF
Soffic.09G0014980-9C	OFP	TFF
Soffic.05G0001710-5F	GRAS	TFF
Soffic.01G0036150-1A	mTERF	OTR
Soffic.01F0045910-1F	MYB	TFF
Soffic.02B0030310-2B	bHLH	TFF
Soffic.07G0013270-7B	MYB	TFF
Soffic.06G0003850-6G	Orphans	Orphans
Soffic.04G0004820-4D	FAR1	TFF
Soffic.09B0014990-9B	MYB-related	TFF
Soffic.06E0016980-6E	C3H	TFF
Soffic.01E0042490-1E	AP2-EREBP	TFF
Soffic.10G0012930-10A	MYB-related	TFF
Soffic.03G0002300-3H	AUX/IAA	OTR
Soffic.09G0021570-9F	DDT	OTR
Soffic.03G0014920-3A	bZIP	TFF
Soffic.07G0012940-7C	zf-A20	TFF
Soffic.05G0016190-5E	C2C2-Dof	TFF
Soffic.04C0026600-4C	C2C2-CO-like	TFF
Soffic.03G0037610-3C	ABI3VP1	TFF
Soffic.08G0005350-8G	MYB	TFF
Soffic.02H0029660-2H	Orphans	Orphans
Soffic.04G0026740-4A	mTERF	OTR
Soffic.02G0025590-2E	GRAS	TFF
Soffic.01G0046970-1F	MYB-related	TFF
Soffic.09G0002330-9B	Orphans	Orphans
Soffic.07G0006900-7C	WRKY	TFF
Soffic.04G0018780-4B	Orphans	Orphans
Soffic.01G0026750-1A	Tify	TFF
Soffic.03G0032920-3A	AP2-EREBP	TFF
Soffic.10G0017170-10F	HB	TFF
Soffic.10H0022760-10H	SBP	TFF
Soffic.08G0013930-8H	ABI3VP1	TFF
Soffic.02G0028610-2E	SET	OTR
Soffic.01G0026260-1A	FAR1	TFF
Soffic.07G0003880-7D	MYB	TFF
Soffic.07G0017340-7C	RB	OTR
Soffic.06G0008540-6B	Orphans	Orphans
Soffic.09G0021850-9F	WRKY	TFF
Soffic.01G0002170-1E	Orphans	Orphans
Soffic.02G0018140-2H	Tify	TFF
Soffic.07G0017720-7G	FHA	TFF
Soffic.02E0035630-2E	CCAAT	TFF
Soffic.01G0022300-1C	Orphans	Orphans
Soffic.01G0027180-1A	bHLH	TFF
Soffic.02G0023550-2G	AP2-EREBP	TFF
Soffic.03G0003800-3E	C3H	TFF
Soffic.03G0032520-3A	bZIP	TFF
Soffic.03G0007090-3E	AP2-EREBP	TFF
Soffic.01C0023760-1C	Orphans	Orphans
Soffic.09G0014100-9A	NAC	TFF
Soffic.01G0004460-1C	C2H2	TFF
Soffic.07G0017210-7A	bHLH	TFF
Soffic.03H0002380-3H	MYB-related	TFF
Soffic.06G0005280-6E	bHLH	TFF
Soffic.09E0009990-9E	CCAAT	TFF
Soffic.04G0023960-4G	AP2-EREBP	TFF
Soffic.06G0019200-6D	Orphans	Orphans
Soffic.03G0025170-3F	WRKY	TFF
Soffic.10D0000070-10D	PHD	OTR
Soffic.01C0045900-1C	TCP	TFF
Soffic.01G0024700-1G	C2H2	TFF
Soffic.02G0011860-2B	SET	OTR
Soffic.01G0016290-1B	MADS	TFF
Soffic.02G0013330-2G	MYB-related	TFF
Soffic.01G0034590-1B	Top	TFF
Soffic.09G0017780-9G	WRKY	TFF
Soffic.03G0023070-3E	AP2-EREBP	TFF
Soffic.01C0052310-1C	HB	TFF
Soffic.05G0018340-5E	zf-BED	TFF
Soffic.02G0016050-2A	zf-BED	TFF
Soffic.08G0002020-8A	FAR1	TFF
Soffic.01H0023060-1H	Tify	TFF
Soffic.09G0014350-9D	bZIP	TFF
Soffic.10G0006470-10C	ARR-B	TFF
Soffic.01G0042170-1G	Tify	TFF
Soffic.03G0039100-3A	Top	TFF
Soffic.01G0011310-1G	bHLH	TFF
Soffic.03G0034540-3A	NAC	TFF
Soffic.10G0023830-10E	ARF	TFF
Soffic.02F0000320-2F	C2H2	TFF
Soffic.08G0007980-8A	zf-HD	TFF
Soffic.05G0010110-5B	AP2-EREBP	TFF
Soffic.06H0000710-6H	Orphans	Orphans
Soffic.08G0014390-8E	AP2-EREBP	TFF
Soffic.10G0007640-10H	bHLH	TFF
Soffic.04G0016060-4A	E2F-DP	TFF
Soffic.01G0035800-1B	OFP	TFF
Soffic.09G0019560-9B	MYB	TFF
Soffic.06G0019150-6H	Rcd1-like	OTR
Soffic.03H0033160-3H	bZIP	TFF
Soffic.05G0005070-5C	OFP	TFF
Soffic.10D0016600-10D	Orphans	Orphans
Soffic.07G0005230-7C	WRKY	TFF
Soffic.07G0003370-7C	MYB-related	TFF
Soffic.10G0006320-10H	Orphans	Orphans
Soffic.07H0011560-7H	PHD	OTR
Soffic.06G0013900-6E	FAR1	TFF
Soffic.01G0027340-1B	zf-C5HC2	TFF
Soffic.07G0002560-7H	MYB-related	TFF
Soffic.02F0004330-2F	zf-BED	TFF
Soffic.07G0011470-7G	C3H	TFF
Soffic.10E0025990-10E	HMG	OTR
Soffic.09E0018970-9E	NAC	TFF
Soffic.06G0021510-6B	TRAF	OTR
Soffic.01E0008840-1E	Orphans	Orphans
Soffic.01G0001180-1G	HSF	TFF
Soffic.07E0003440-7E	zf-LSD1	TFF
Soffic.03G0037220-3H	NAC	TFF
Soffic.06F0003570-6F	NAC	TFF
Soffic.02G0029420-2E	Orphans	Orphans
Soffic.07E0008110-7E	MYB	TFF
Soffic.10G0012120-10F	WRKY	TFF
Soffic.04G0029420-4C	Top	TFF
Soffic.05G0002130-5A	GRAS	TFF
Soffic.08G0011960-8C	WRKY	TFF
Soffic.10G0009360-10A	C2C2-CO-like	TFF
Soffic.09G0021540-9D	bZIP	TFF
Soffic.02G0031820-2A	mTERF	OTR
Soffic.01G0000680-1F	AP2-EREBP	TFF
Soffic.03G0020350-3A	HMG	OTR
Soffic.06G0018510-6A	FAR1	TFF
Soffic.01G0026410-1D	Tify	TFF
Soffic.01G0006140-1G	zf-A20	TFF
Soffic.02H0017800-2H	CCAAT	TFF
Soffic.02G0022030-2H	NAC	TFF
Soffic.04G0023930-4D	WRKY	TFF
Soffic.03G0023410-3H	MYB-related	TFF
Soffic.01H0023120-1H	Tify	TFF
Soffic.04G0029730-4C	CCAAT	TFF
Soffic.03G0033300-3H	MYB	TFF
Soffic.09G0021320-9F	AUX/IAA	OTR
Soffic.03G0007760-3E	zf-BED	TFF
Soffic.04E0015420-4E	ARF	TFF
Soffic.01E0007440-1E	NAC	TFF
Soffic.03B0012010-3B	MYB	TFF
Soffic.04G0022140-4A	Trihelix	TFF
Soffic.07G0010530-7D	PAS	TFF
Soffic.03G0035570-3G	NAC	TFF
Soffic.04G0008150-4D	C2C2-GATA	TFF
Soffic.01D0008090-1D	bZIP	TFF
Soffic.10G0007810-10F	Orphans	Orphans
Soffic.01G0046690-1D	GRAS	TFF
Soffic.05G0016220-5D	FAR1	TFF
Soffic.01G0032260-1A	bZIP	TFF
Soffic.06G0021780-6C	AP2-EREBP	TFF
Soffic.08G0015990-8H	TCP	TFF
Soffic.06F0020160-6F	bHLH	TFF
Soffic.01G0030230-1B	NAC	TFF
Soffic.10G0017650-10A	NAC	TFF
Soffic.06G0022170-6F	ARF	TFF
Soffic.03G0033780-3C	NAC	TFF
Soffic.01F0025360-1F	Orphans	Orphans
Soffic.05G0019900-5E	C2C2-Dof	TFF
Soffic.09G0021540-9C	TUB	TFF
Soffic.01G0003360-1H	mTERF	OTR
Soffic.02G0036540-2A	CCAAT	TFF
Soffic.02F0020300-2F	NAC	TFF
Soffic.03G0004380-3G	MYB	TFF
Soffic.01G0024050-1B	Tify	TFF
Soffic.04G0029090-4G	AP2-EREBP	TFF
Soffic.04G0019040-4G	ARF	TFF
Soffic.04G0032090-4B	GeBP	TFF
Soffic.02G0023380-2G	bZIP	TFF
Soffic.03G0029110-3B	WRKY	TFF
Soffic.09G0008940-9H	TRAF	OTR
Soffic.01G0004340-1C	Orphans	Orphans
Soffic.03G0003290-3A	NAC	TFF
Soffic.02E0035350-2E	TRAF	OTR
Soffic.03G0038450-3A	C2H2	TFF
Soffic.02G0021700-2C	NAC	TFF
Soffic.01G0029860-1C	PLATZ	TFF
Soffic.02G0024880-2A	bHLH	TFF
Soffic.03G0009720-3A	NAC	TFF
Soffic.04G0023010-4A	C2H2	TFF
Soffic.02G0023490-2D	AP2-EREBP	TFF
Soffic.01G0042390-1F	C2H2	TFF
Soffic.06G0011420-6D	FAR1	TFF
Soffic.04G0005780-4A	GNAT	OTR
Soffic.03G0022970-3H	zf-BED	TFF
Soffic.01G0018550-1H	AP2-EREBP	TFF
Soffic.08G0012700-8B	Orphans	Orphans
Soffic.03H0006250-3H	CCAAT	TFF
Soffic.06G0007120-6B	SET	OTR
Soffic.09G0014180-9E	MYB	TFF
Soffic.03G0025110-3H	Orphans	Orphans
Soffic.06F0018060-6F	FAR1	TFF
Soffic.02G0017920-2H	ARID	OTR
Soffic.02G0034660-2B	AP2-EREBP	TFF
Soffic.01D0019980-1D	C2C2-YABBY	TFF
Soffic.03G0029650-3F	bZIP	TFF
Soffic.02G0032310-2C	WRKY	TFF
Soffic.02G0011330-2H	FAR1	TFF
Soffic.05G0014400-5A	PAS	TFF
Soffic.09G0014660-9G	C2H2	TFF
Soffic.03G0002660-3F	bHLH	TFF
Soffic.03G0025390-3G	TCP	TFF
Soffic.01G0039390-1E	MYB-related	TFF
Soffic.01G0023140-1G	SWI/SNF-SWI3	OTR
Soffic.03G0031770-3B	AP2-EREBP	TFF
Soffic.01G0036560-1A	Not1	TFF
Soffic.06G0015940-6A	AP2-EREBP	TFF
Soffic.05G0021630-5C	C2H2	TFF
Soffic.02G0005280-2A	C2C2-YABBY	TFF
Soffic.01G0012220-1B	CCAAT	TFF
Soffic.03G0004020-3G	zf-A20	TFF
Soffic.04G0033260-4G	Orphans	Orphans
Soffic.07G0020580-7C	bHLH	TFF
Soffic.04G0003760-4B	PBF-2-like	TFF
Soffic.09G0012750-9G	Alfin-like	TFF
Soffic.02G0032260-2B	MADS	TFF
Soffic.02G0023260-2F	AP2-EREBP	TFF
Soffic.07G0017520-7F	bHLH	TFF
Soffic.01G0014360-1H	C2H2	TFF
Soffic.02G0002760-2G	Tify	TFF
Soffic.06G0023010-6D	ABI3VP1	TFF
Soffic.06G0006680-6A	Tify	TFF
Soffic.08E0005030-8E	MYB	TFF
Soffic.06G0015560-6B	WRKY	TFF
Soffic.01H0010310-1H	TCP	TFF
Soffic.03G0036590-3A	TIG	TFF
Soffic.03G0013160-3G	C2C2-GATA	TFF
Soffic.10G0004750-10C	CCAAT	TFF
Soffic.09G0013740-9A	bZIP	TFF
Soffic.01G0031580-1B	WRKY	TFF
Soffic.04G0008560-4C	Orphans	Orphans
Soffic.07C0005940-7C	GNAT	OTR
Soffic.08G0016340-8E	GRAS	TFF
Soffic.09G0008030-9A	AUX/IAA	OTR
Soffic.03E0004620-3E	AP2-EREBP	TFF
Soffic.04B0004640-4B	MADS	TFF
Soffic.06B0014730-6B	LIM	TFF
Soffic.06G0013980-6A	NAC	TFF
Soffic.08G0017240-8E	C2C2-YABBY	TFF
Soffic.02G0003620-2A	mTERF	OTR
Soffic.02G0017490-2B	C2H2	TFF
Soffic.07G0019860-7B	FAR1	TFF
Soffic.05G0016450-5G	FAR1	TFF
Soffic.10G0009440-10A	bZIP	TFF
Soffic.09G0006910-9G	WRKY	TFF
Soffic.07E0016130-7E	TCP	TFF
Soffic.09G0018950-9E	DDT	OTR
Soffic.07G0005810-7H	CCAAT	TFF
Soffic.03G0000450-3F	OFP	TFF
Soffic.01G0013210-1A	GRAS	TFF
Soffic.09G0005320-9F	PLATZ	TFF
Soffic.03G0024310-3C	HSF	TFF
Soffic.10G0004880-10E	BBR/BPC	TFF
Soffic.08G0007500-8E	Alfin-like	TFF
Soffic.01G0000100-1H	E2F-DP	TFF
Soffic.03G0025860-3F	C2C2-GATA	TFF
Soffic.02G0034570-2H	bHLH	TFF
Soffic.04G0027980-4B	SWI/SNF-SWI3	OTR
Soffic.08D0012350-8D	MYB	TFF
Soffic.09G0014820-9C	MYB-related	TFF
Soffic.07G0016410-7B	bZIP	TFF
Soffic.07E0018950-7E	zf-A20	TFF
Soffic.09G0024010-9A	MYB-related	TFF
Soffic.01G0008540-1E	C2H2	TFF
Soffic.01H0014100-1H	ABI3VP1	TFF
Soffic.06G0022140-6D	C3H	TFF
Soffic.07G0003790-7E	MYB-related	TFF
Soffic.02G0013650-2G	AP2-EREBP	TFF
Soffic.01G0004190-1G	NAC	TFF
Soffic.04A0033540-4A	C2H2	TFF
Soffic.03G0038980-3B	PHD	OTR
Soffic.06G0001850-6H	SET	OTR
Soffic.09G0010240-9D	GRAS	TFF
Soffic.08G0018220-8C	ABI3VP1	TFF
Soffic.07G0014370-7D	AP2-EREBP	TFF
Soffic.05G0007990-5B	zf-BED	TFF
Soffic.02G0028230-2B	Orphans	Orphans
Soffic.08C0003750-8C	MED26	OTR
Soffic.04G0025430-4E	GRAS	TFF
Soffic.02G0009160-2B	WRKY	TFF
Soffic.01G0008480-1C	HB	TFF
Soffic.01D0007660-1D	NAC	TFF
Soffic.04G0013660-4G	Orphans	Orphans
Soffic.01G0011000-1C	bHLH	TFF
Soffic.01D0011010-1D	Orphans	Orphans
Soffic.01G0004050-1F	bHLH	TFF
Soffic.02G0009380-2B	AP2-EREBP	TFF
Soffic.02G0035050-2E	MED26	OTR
Soffic.03G0037610-3D	NAC	TFF
Soffic.05G0001510-5G	NAC	TFF
Soffic.03F0032170-3F	WRKY	TFF
Soffic.05G0021680-5A	MYB	TFF
Soffic.02G0020580-2D	bHLH	TFF
Soffic.02G0005840-2D	zf-A20	TFF
Soffic.01H0029400-1H	ABI3VP1	TFF
Soffic.06G0009220-6A	NAC	TFF
Soffic.01B0028290-1B	zf-LSD1	TFF
Soffic.02F0018240-2F	MYB	TFF
Soffic.02G0029550-2H	Orphans	Orphans
Soffic.07G0020530-7A	Orphans	Orphans
Soffic.08G0001540-8F	C2H2	TFF
Soffic.02G0030110-2B	zf-BED	TFF
Soffic.09G0013670-9G	TUB	TFF
Soffic.02G0007410-2D	bZIP	TFF
Soffic.02G0000120-2A	FHA	TFF
Soffic.03G0037120-3G	FAR1	TFF
Soffic.08G0001320-8D	TRAF	OTR
Soffic.01G0044030-1H	FAR1	TFF
Soffic.08G0012000-8D	Orphans	Orphans
Soffic.06C0001840-6C	SET	OTR
Soffic.03C0005640-3C	AP2-EREBP	TFF
Soffic.04G0004770-4B	PLATZ	TFF
Soffic.04G0010490-4D	bZIP	TFF
Soffic.03E0021190-3E	HMG	OTR
Soffic.03E0011140-3E	MYB	TFF
Soffic.06G0023660-6G	FAR1	TFF
Soffic.08H0008380-8H	Jumonji	OTR
Soffic.01G0046710-1G	NAC	TFF
Soffic.03B0017020-3B	MYB-related	TFF
Soffic.10G0023570-10G	GRAS	TFF
Soffic.06F0008630-6F	NAC	TFF
Soffic.08F0015790-8F	TCP	TFF
Soffic.05H0020300-5H	GRAS	TFF
Soffic.08G0015060-8G	zf-LSD1	TFF
Soffic.02E0024130-2E	RWP-RK	TFF
Soffic.08G0014820-8B	Orphans	Orphans
Soffic.01G0013130-1B	HB	TFF
Soffic.08G0003350-8B	C2C2-GATA	TFF
Soffic.04G0021250-4G	mTERF	OTR
Soffic.02G0034770-2G	zf-BED	TFF
Soffic.09B0011010-9B	NAC	TFF
Soffic.04G0008640-4B	AUX/IAA	OTR
Soffic.02G0038340-2E	GNAT	OTR
Soffic.07G0014830-7A	bHLH	TFF
Soffic.08D0010400-8D	LIM	TFF
Soffic.10G0024460-10C	bZIP	TFF
Soffic.02G0037320-2C	SWI/SNF-BAF60b	OTR
Soffic.01H0044110-1H	Tify	TFF
Soffic.08G0009110-8E	C3H	TFF
Soffic.07B0019920-7B	FAR1	TFF
Soffic.10G0009170-10C	Orphans	Orphans
Soffic.02G0034300-2B	GRAS	TFF
Soffic.01G0027160-1G	mTERF	OTR
Soffic.01F0005830-1F	TRAF	OTR
Soffic.08H0001430-8H	TRAF	OTR
Soffic.01G0011290-1G	bHLH	TFF
Soffic.08G0009690-8H	MADS	TFF
Soffic.08G0002810-8A	C3H	TFF
Soffic.10G0013840-10F	FAR1	TFF
Soffic.03G0036570-3F	Orphans	Orphans
Soffic.03G0040430-3H	MYB	TFF
Soffic.01H0021590-1H	GeBP	TFF
Soffic.01F0010690-1F	zf-BED	TFF
Soffic.06G0014060-6A	MYB	TFF
Soffic.01F0020640-1F	Tify	TFF
Soffic.09G0016100-9D	WRKY	TFF
Soffic.07G0007890-7G	Tify	TFF
Soffic.02G0000060-2A	FAR1	TFF
Soffic.02C0011590-2C	AP2-EREBP	TFF
Soffic.01G0016310-1B	MADS	TFF
Soffic.03B0030240-3B	WRKY	TFF
Soffic.02G0000800-2D	C2H2	TFF
Soffic.03B0021290-3B	GeBP	TFF
Soffic.01H0021990-1H	GNAT	OTR
Soffic.03D0014150-3D	MADS	TFF
Soffic.05G0020160-5H	MYB-related	TFF
Soffic.02E0020060-2E	CCAAT	TFF
Soffic.03B0005370-3B	Alfin-like	TFF
Soffic.01G0046850-1H	MYB-related	TFF
Soffic.06G0005970-6B	Orphans	Orphans
Soffic.09G0021220-9A	MYB	TFF
Soffic.03G0027880-3F	Orphans	Orphans
Soffic.01G0040700-1D	FAR1	TFF
Soffic.03G0026240-3C	TRAF	OTR
Soffic.03G0016290-3C	MYB	TFF
Soffic.09G0024070-9A	Sigma70-like	TFF
Soffic.09G0008570-9C	MYB	TFF
Soffic.06G0011560-6H	Orphans	Orphans
Soffic.01G0018380-1F	OFP	TFF
Soffic.04H0022570-4H	MYB	TFF
Soffic.04G0023630-4A	TUB	TFF
Soffic.03G0031820-3C	OFP	TFF
Soffic.01F0009440-1F	GRF	TFF
Soffic.05G0004960-5F	bZIP	TFF
Soffic.01G0044540-1A	ARR-B	TFF
Soffic.08G0010600-8F	Orphans	Orphans
Soffic.08G0004930-8F	SWI/SNF-BAF60b	OTR
Soffic.01H0032680-1H	MYB	TFF
Soffic.01E0050780-1E	Orphans	Orphans
Soffic.09D0006950-9D	Orphans	Orphans
Soffic.03G0029170-3B	OFP	TFF
Soffic.07G0006130-7D	AP2-EREBP	TFF
Soffic.06G0005660-6H	bHLH	TFF
Soffic.03G0037400-3H	C2H2	TFF
Soffic.10H0020510-10H	MYB-related	TFF
Soffic.08G0000920-8F	Top	TFF
Soffic.10H0017700-10H	GRAS	TFF
Soffic.05G0014590-5A	AP2-EREBP	TFF
Soffic.01G0014600-1H	GRAS	TFF
Soffic.10G0009120-10B	MADS	TFF
Soffic.08G0015790-8G	Orphans	Orphans
Soffic.06F0008070-6F	SET	OTR
Soffic.07E0007340-7E	TRAF	OTR
Soffic.10G0018770-10B	WRKY	TFF
Soffic.07E0003600-7E	Top	TFF
Soffic.01G0051620-1C	MYB-related	TFF
Soffic.10H0004860-10H	mTERF	OTR
Soffic.02D0029710-2D	bHLH	TFF
Soffic.01G0004270-1A	NAC	TFF
Soffic.07F0000850-7F	AP2-EREBP	TFF
Soffic.03G0002730-3A	bHLH	TFF
Soffic.01G0036820-1G	zf-BED	TFF
Soffic.07E0013920-7E	bZIP	TFF
Soffic.03G0029230-3A	C2C2-Dof	TFF
Soffic.03G0027190-3G	AP2-EREBP	TFF
Soffic.04G0013770-4B	Orphans	Orphans
Soffic.10E0026060-10E	MYB-related	TFF
Soffic.10G0015880-10F	C3H	TFF
Soffic.01G0023210-1D	ARID	OTR
Soffic.09G0002480-9C	zf-MIZ	OTR
Soffic.09G0019590-9C	AP2-EREBP	TFF
Soffic.02C0003350-2C	HB	TFF
Soffic.06G0000050-6D	GeBP	TFF
Soffic.06G0008580-6G	DDT	OTR
Soffic.04G0030040-4G	GeBP	TFF
Soffic.01F0011290-1F	ABI3VP1	TFF
Soffic.07G0016210-7F	MYB	TFF
Soffic.03G0031710-3B	bZIP	TFF
Soffic.04G0009220-4D	BES1	TFF
Soffic.03G0016060-3E	bHLH	TFF
Soffic.04G0026290-4E	mTERF	OTR
Soffic.03G0005280-3D	Orphans	Orphans
Soffic.01G0020640-1G	MED26	OTR
Soffic.01G0043300-1H	Alfin-like	TFF
Soffic.01G0003470-1D	NAC	TFF
Soffic.08G0001570-8D	NAC	TFF
Soffic.02G0017340-2C	SET	OTR
Soffic.01G0038820-1C	NAC	TFF
Soffic.04G0020500-4A	Pseudo_ARR-B	OTR
Soffic.03G0032830-3C	MYB	TFF
Soffic.07G0014000-7G	TCP	TFF
Soffic.10H0008920-10H	FAR1	TFF
Soffic.06G0009320-6H	MYB	TFF
Soffic.05H0004650-5H	AUX/IAA	OTR
Soffic.03G0003270-3F	NAC	TFF
Soffic.03G0023490-3A	MYB	TFF
Soffic.03B0021050-3B	TUB	TFF
Soffic.04G0026790-4C	C2C2-Dof	TFF
Soffic.01G0025550-1A	TRAF	OTR
Soffic.04G0011280-4E	TAZ	TFF
Soffic.01G0010390-1E	Orphans	Orphans
Soffic.06G0024610-6G	ARF	TFF
Soffic.03G0024920-3C	SWI/SNF-BAF60b	OTR
Soffic.04G0032670-4G	C2C2-GATA	TFF
Soffic.02G0017430-2G	SET	OTR
Soffic.10G0005330-10C	bHLH	TFF
Soffic.06G0025140-6E	Rcd1-like	OTR
Soffic.04G0006900-4E	Orphans	Orphans
Soffic.09G0001780-9C	FAR1	TFF
Soffic.07H0003430-7H	MYB-related	TFF
Soffic.10G0006490-10D	DBP	TFF
Soffic.06G0017460-6G	C2C2-Dof	TFF
Soffic.08G0007950-8A	MADS	TFF
Soffic.10G0018010-10E	PLATZ	TFF
Soffic.04G0011880-4B	MYB-related	TFF
Soffic.03G0003990-3H	AP2-EREBP	TFF
Soffic.03F0025590-3F	AUX/IAA	OTR
Soffic.04C0002340-4C	bZIP	TFF
Soffic.10G0019020-10B	AP2-EREBP	TFF
Soffic.02G0021090-2A	Orphans	Orphans
Soffic.03G0026640-3H	zf-A20	TFF
Soffic.01G0034130-1A	CCAAT	TFF
Soffic.05D0013400-5D	bHLH	TFF
Soffic.01G0009070-1A	SWI/SNF-BAF60b	OTR
Soffic.01G0000110-1B	C2C2-Dof	TFF
Soffic.01G0051320-1A	AP2-EREBP	TFF
Soffic.08G0014190-8C	ABI3VP1	TFF
Soffic.09C0012340-9C	mTERF	OTR
Soffic.01G0020860-1H	zf-BED	TFF
Soffic.04G0018240-4A	MADS	TFF
Soffic.03G0000570-3E	OFP	TFF
Soffic.02G0000880-2G	Jumonji	OTR
Soffic.01G0010020-1B	GRF	TFF
Soffic.01G0026200-1D	Tify	TFF
Soffic.09G0003130-9G	MADS	TFF
Soffic.01G0008710-1A	Orphans	Orphans
Soffic.04G0027020-4B	E2F-DP	TFF
Soffic.06G0009460-6D	NAC	TFF
Soffic.03G0023730-3F	MYB	TFF
Soffic.04G0029470-4D	GeBP	TFF
Soffic.09D0012720-9D	mTERF	OTR
Soffic.07H0016480-7H	Orphans	Orphans
Soffic.05G0006290-5B	NAC	TFF
Soffic.03G0014610-3D	TRAF	OTR
Soffic.05G0007470-5H	PHD	OTR
Soffic.02G0031140-2B	ABI3VP1	TFF
Soffic.01G0006720-1E	zf-A20	TFF
Soffic.03G0000850-3E	zf-BED	TFF
Soffic.09G0003870-9C	GRAS	TFF
Soffic.09G0013910-9E	C2H2	TFF
Soffic.02G0020500-2G	bZIP	TFF
Soffic.08G0015210-8F	NAC	TFF
Soffic.03G0038020-3B	SRS	TFF
Soffic.02G0035860-2D	MED26	OTR
Soffic.04G0021620-4B	FAR1	TFF
Soffic.01G0009450-1B	bHLH	TFF
Soffic.01G0007610-1A	bHLH	TFF
Soffic.02G0023070-2G	Orphans	Orphans
Soffic.10C0019050-10C	WRKY	TFF
Soffic.10G0019380-10B	Orphans	Orphans
Soffic.03G0019980-3F	bHLH	TFF
Soffic.03G0037290-3A	G2-like	TFF
Soffic.07G0007150-7H	Yl1	TFF
Soffic.06G0021130-6F	AP2-EREBP	TFF
Soffic.08G0007300-8E	NAC	TFF
Soffic.09G0020740-9G	bZIP	TFF
Soffic.07G0016640-7F	bHLH	TFF
Soffic.02G0034490-2B	Tify	TFF
Soffic.01G0052810-1D	ABI3VP1	TFF
Soffic.03G0026850-3A	SET	OTR
Soffic.02G0038190-2A	bZIP	TFF
Soffic.05G0000350-5B	Orphans	Orphans
Soffic.03G0011820-3H	SBP	TFF
Soffic.02C0015470-2C	WRKY	TFF
Soffic.06G0020630-6G	AP2-EREBP	TFF
Soffic.04H0027510-4H	WRKY	TFF
Soffic.04G0017720-4A	Orphans	Orphans
Soffic.10G0007800-10A	mTERF	OTR
Soffic.06G0007170-6B	SET	OTR
Soffic.09G0021900-9B	Orphans	Orphans
Soffic.02G0019090-2D	GeBP	TFF
Soffic.04G0013380-4D	CCAAT	TFF
Soffic.01E0035480-1E	AP2-EREBP	TFF
Soffic.04G0031010-4G	AP2-EREBP	TFF
Soffic.09G0014130-9G	MYB	TFF
Soffic.03G0035700-3B	TRAF	OTR
Soffic.01G0032700-1E	MED26	OTR
Soffic.01G0035950-1F	Orphans	Orphans
