transcript	gene	protein	orf	pident	evalue	bitscore	qcov	scov	at_anchor	at_best_hit	verdict
SCA2_2__c76820f1p01331	SoffiXsponR570.06Ag012100	SoffiXsponR570.06Ag012100.2.p	SCA2_2__c76820f1p01331.p1	97.1	1.10e-91	273	42.3	75.7	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	SoffiXsponR570.6us88g046900	SoffiXsponR570.6us88g046900.2.p	SCA2_2__c76820f1p01331.p1	87.6	9.42e-87	263	75.3	96.4	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	SoffiXsponR570.06Eg019900	SoffiXsponR570.06Eg019900.1.p	SCA2_2__c76820f1p01331.p1	58.9	1.93e-84	259	85.8	89.8	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.06Fg016500	SoffiXsponR570.06Fg016500.1.p	SCA2_2__c76820f1p01331.p1	61.0	2.20e-83	256	85.8	89.8	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	SoffiXsponR570.6_9Ag108900	SoffiXsponR570.6_9Ag108900.1.p	SCA2_2__c76820f1p01331.p1	61.1	3.66e-82	253	85.8	89.9	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	SoffiXsponR570.6us88g046700	SoffiXsponR570.6us88g046700.1.p	SCA2_2__c76820f1p01331.p1	64.9	2.52e-80	248	85.8	89.9	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	SoffiXsponR570.06Ag012300	SoffiXsponR570.06Ag012300.1.p	SCA2_2__c76820f1p01331.p1	62.3	2.76e-73	230	85.8	89.8	AT5G59780	AT5G59780	reciprocal
SCA2_2__c76820f1p01331	SoffiXsponR570.06Fg016500	SoffiXsponR570.06Fg016500.2.p	SCA2_2__c76820f1p01331.p1	56.9	2.50e-59	192	76.9	98.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.06Ag012300	SoffiXsponR570.06Ag012300.2.p	SCA2_2__c76820f1p01331.p1	58.3	2.66e-49	167	76.9	98.7	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.06Ag012100	SoffiXsponR570.06Ag012100.3.p	SCA2_2__c76820f1p01331.p1	93.0	3.07e-49	162	26.5	80.4	AT5G59780	AT3G46130	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.7_10Ag240100	SoffiXsponR570.7_10Ag240100.1.p	SCA2_2__c76820f1p01331.p1	69.1	2.08e-43	149	29.9	64.2	AT5G59780	AT3G24310	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.09Eg052800	SoffiXsponR570.09Eg052800.1.p	SCA2_2__c76820f1p01331.p1	56.4	8.47e-35	127	31.2	62.3	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.05Ag166200	SoffiXsponR570.05Ag166200.1.p	SCA2_2__c76820f1p01331.p1	57.6	3.40e-34	126	30.6	52.9	AT5G59780	AT1G66230	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.09Ag059500	SoffiXsponR570.09Ag059500.1.p	SCA2_2__c76820f1p01331.p1	56.4	1.01e-33	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.09Cg056400	SoffiXsponR570.09Cg056400.1.p	SCA2_2__c76820f1p01331.p1	56.4	1.01e-33	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.09Eg053000	SoffiXsponR570.09Eg053000.1.p	SCA2_2__c76820f1p01331.p1	56.4	1.01e-33	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.6_9Ag062900	SoffiXsponR570.6_9Ag062900.1.p	SCA2_2__c76820f1p01331.p1	56.4	1.01e-33	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.6_9Ag063100	SoffiXsponR570.6_9Ag063100.1.p	SCA2_2__c76820f1p01331.p1	56.4	7.22e-34	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.6us88g089100	SoffiXsponR570.6us88g089100.1.p	SCA2_2__c76820f1p01331.p1	56.4	1.01e-33	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.9os1g025400	SoffiXsponR570.9os1g025400.1.p	SCA2_2__c76820f1p01331.p1	56.4	1.01e-33	125	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.05Fg168700	SoffiXsponR570.05Fg168700.1.p	SCA2_2__c76820f1p01331.p1	55.6	3.52e-33	124	30.6	50.0	AT5G59780	AT4G12350	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.09Bg059300	SoffiXsponR570.09Bg059300.1.p	SCA2_2__c76820f1p01331.p1	56.4	1.99e-33	124	31.2	50.0	AT5G59780	AT4G38620	rejected
SCA2_2__c76820f1p01331	SoffiXsponR570.08Bg182500	SoffiXsponR570.08Bg182500.1.p	SCA2_2__c76820f1p01331.p1	49.2	7.11e-31	117	37.3	68.1	AT5G59780	AT3G60460	rejected
SCA2_2__c87109f1p01887	SoffiXsponR570.06Ag012100	SoffiXsponR570.06Ag012100.3.p	SCA2_2__c87109f1p01887.p2	96.3	2.54e-75	220	99.1	100	AT3G46130	AT3G46130	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.06Eg019700	SoffiXsponR570.06Eg019700.2.p	SCA2_2__c87778f1p01484.p1	100	1.42e-121	348	99.6	100	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.06Eg019700	SoffiXsponR570.06Eg019700.3.p	SCA2_2__c87778f1p01484.p1	100	3.10e-120	345	98.8	100	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.06Fg016300	SoffiXsponR570.06Fg016300.2.p	SCA2_2__c87778f1p01484.p1	96.8	7.25e-119	342	99.6	100	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.06Eg019700	SoffiXsponR570.06Eg019700.1.p	SCA2_2__c87778f1p01484.p1	99.6	1.59e-113	331	96.4	75.5	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.06Fg016300	SoffiXsponR570.06Fg016300.1.p	SCA2_2__c87778f1p01484.p1	96.3	8.03e-111	324	96.4	75.3	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	SoffiXsponR570.6_9Ag108700	SoffiXsponR570.6_9Ag108700.2.p	SCA2_2__c87778f1p01484.p1	90.9	6.77e-106	309	99.2	100	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.6_9Ag108700	SoffiXsponR570.6_9Ag108700.1.p	SCA2_2__c87778f1p01484.p1	90.2	6.93e-98	291	96.0	75.5	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.6us88g046900	SoffiXsponR570.6us88g046900.2.p	SCA2_2__c87778f1p01484.p1	86.4	1.34e-90	270	99.6	100	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.6us88g046900	SoffiXsponR570.6us88g046900.1.p	SCA2_2__c87778f1p01484.p1	85.6	1.22e-82	252	96.4	75.3	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.06Ag012100	SoffiXsponR570.06Ag012100.3.p	SCA2_2__c87778f1p01484.p2	95.3	2.09e-74	218	99.1	100	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	SoffiXsponR570.06Ag012100	SoffiXsponR570.06Ag012100.1.p	SCA2_2__c87778f1p01484.p1	99.5	1.44e-67	213	73.8	60.6	AT5G59780	none	rejected
SCA2_2__c87778f1p01484	SoffiXsponR570.06Eg019900	SoffiXsponR570.06Eg019900.1.p	SCA2_2__c87778f1p01484.p1	55.4	5.42e-59	191	96.4	78.6	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	SoffiXsponR570.06Fg016500	SoffiXsponR570.06Fg016500.1.p	SCA2_2__c87778f1p01484.p1	57.8	6.10e-58	188	96.4	78.6	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.06Fg016500	SoffiXsponR570.06Fg016500.2.p	SCA2_2__c87778f1p01484.p1	58.0	1.57e-58	188	96.0	97.5	AT5G59780	AT3G46130	rejected
SCA2_2__c87778f1p01484	SoffiXsponR570.6_9Ag108900	SoffiXsponR570.6_9Ag108900.1.p	SCA2_2__c87778f1p01484.p1	57.9	9.97e-57	185	96.4	78.7	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.6us88g046700	SoffiXsponR570.6us88g046700.1.p	SCA2_2__c87778f1p01484.p1	61.4	4.71e-55	181	96.4	78.9	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.06Ag012300	SoffiXsponR570.06Ag012300.1.p	SCA2_2__c87778f1p01484.p1	60.2	9.28e-48	162	96.4	78.6	AT5G59780	AT5G59780	reciprocal
SCA2_2__c87778f1p01484	SoffiXsponR570.06Ag012300	SoffiXsponR570.06Ag012300.2.p	SCA2_2__c87778f1p01484.p1	60.4	2.66e-48	162	96.0	97.5	AT5G59780	AT3G46130	rejected
SCA3__SP803280_c111248_g1_i2	SoffiXsponR570.06Ag012100	SoffiXsponR570.06Ag012100.3.p	SCA3__SP803280_c111248_g1_i2.p4	95.3	2.09e-74	218	99.1	100	AT3G46130	AT3G46130	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.02Cg322500	SoffiXsponR570.02Cg322500.1.p	SCA3__SP803280_c111248_g1_i4.p1	100	3.68e-214	591	76.8	94.2	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.02Eg295800	SoffiXsponR570.02Eg295800.1.p	SCA3__SP803280_c111248_g1_i4.p1	99.7	2.12e-213	589	76.8	94.2	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.02Gg226400	SoffiXsponR570.02Gg226400.1.p	SCA3__SP803280_c111248_g1_i4.p1	99.7	1.49e-213	589	76.8	94.2	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.02Ag331300	SoffiXsponR570.02Ag331300.1.p	SCA3__SP803280_c111248_g1_i4.p1	99.7	3.01e-213	588	76.8	94.2	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.02Dg322200	SoffiXsponR570.02Dg322200.1.p	SCA3__SP803280_c111248_g1_i4.p1	99.7	4.28e-212	588	76.8	76.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.02Fg305400	SoffiXsponR570.02Fg305400.1.p	SCA3__SP803280_c111248_g1_i4.p1	99.3	1.04e-211	585	76.5	93.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.02Bg295300	SoffiXsponR570.02Bg295300.1.p	SCA3__SP803280_c111248_g1_i4.p1	99.3	1.48e-211	584	76.5	93.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.06Ag137400	SoffiXsponR570.06Ag137400.1.p	SCA3__SP803280_c111248_g1_i4.p1	74.6	4.20e-153	436	77.8	97.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.06Dg086900	SoffiXsponR570.06Dg086900.1.p	SCA3__SP803280_c111248_g1_i4.p1	74.6	4.20e-153	436	77.8	97.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.06Eg146200	SoffiXsponR570.06Eg146200.1.p	SCA3__SP803280_c111248_g1_i4.p1	74.6	4.20e-153	436	77.8	97.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.06Gg069800	SoffiXsponR570.06Gg069800.1.p	SCA3__SP803280_c111248_g1_i4.p1	74.2	1.70e-152	434	77.8	97.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.6_9Ag248700	SoffiXsponR570.6_9Ag248700.1.p	SCA3__SP803280_c111248_g1_i4.p1	74.2	1.70e-152	434	76.8	96.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.06Fg085200	SoffiXsponR570.06Fg085200.1.p	SCA3__SP803280_c111248_g1_i4.p1	74.2	4.87e-152	433	77.8	97.6	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.06Cg113900	SoffiXsponR570.06Cg113900.1.p	SCA3__SP803280_c111248_g1_i4.p1	80.1	6.71e-100	296	44.6	100	AT3G55960	AT3G55960	reciprocal
SCA3__SP803280_c111248_g1_i4	SoffiXsponR570.06Ag012100	SoffiXsponR570.06Ag012100.3.p	SCA3__SP803280_c111248_g1_i4.p2	95.3	2.09e-74	218	99.1	100	AT3G55960	AT3G46130	rejected
